Datetime,Tweet Id,RetweetCount,Likes,Replies,Text,language,Username,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
2020-05-14 11:58:30+00:00,1260902306494670080,0,1,0,"@adamvaughan_uk great question around food security; especially considering the upcoming planting season. 
Food systems need to be functional; so to avoid malnutrition; starvation and social disorder.

#COVID19 in #Africa: joint media briefing with #WHO and #WEF. https://t.co/Gffr7M7P5j",en,Mr_C_Wadd,,,,,,,,,,,,,,,,,
2020-05-13 23:07:11+00:00,1260708196529760000,0,3,0,"@PierrePoilievre Has anyone in this administration ever answered a question?

Also; strop trying to invest our own money on our behalf. Better yet; stop borrowing money to invest on our behalf. I don't care to invest in infectious disease labs run by the CCP; social engineering in Africa; or WHO.",en,theFEELCool,,,,,,,,,,,,,,,,,
2020-05-12 18:06:35+00:00,1260270160071610112,1,1,0,"""Where are you from?"" - [Campaign URL] - One of the most common questions new immigrants and refugees hear. Our diversity creates a rich cultural; social and economic experience. 

Watch the stories of immigrants from Africa; Asia and the Caribbean. -- -- https://t.co/AYpSjeRN1P https://t.co/G4YeSBT2PI",en,CSFilmOrg,,,,,,,,,,,,,,,,,
2020-05-12 13:16:55+00:00,1260197264997459968,0,0,0,"@Akinolaf2020 @kingsley_Dking @ivy___official So this case in view is one of them? Like it's peculiar to Africa?

'Western world' don't have such social problem? You've not answered my question.

And hei; have you been there or really interacted with them? Or you dwell on hearsay?",en,AjidaCruz,,,,,,,,,,,,,,,,,
2020-05-12 09:00:46+00:00,1260132802433110016,0,3,1,"How do critical thinking questions and Activism violate community standards on Spam?
Mark Zuckerberg running @Facebook like an Apartheid social media where @facebookai is designed to keep black people at the bottom of information ladder
@facebookapp racism against Africa worsened https://t.co/r8xHptKZLe",en,AfricaRepublic,,,,,,,,,,,,,,,,,
2020-05-12 08:23:42+00:00,1260123471838870016,0,0,0,@KeriReloaded the camera menu (see page 17 of the Wi-Fi manual: https://t.co/JnYMcPynMX). Your profiles show you're in South Africa; if you have any additional questions the local team will be best placed to help and you can find social media/support info here: https://t.co/0sc9ilWhf8. 2/2,en,CanonUKandIE,,,,,,,,,,,,,,,,,
2020-05-12 08:19:08+00:00,1260122323312679936,1,0,0,This lockdown is putting the resilience of South Africa's wildlife ranching industry to the test; and surfacing difficult questions around social justice; conservation and animal welfare @EdStoddardZA  https://t.co/jdUGLsq5FG,en,HayleySClements,,,,,,,,,,,,,,,,,
2020-05-11 18:32:43+00:00,1259914347968679936,0,0,0,@sello_fxb @Lungii_T We are in South Africa. Our justice system letâ€™s abusers and rapists walk back into society unscathed; thatâ€™s if they even got arrested. Social media at least you can warn other women about these perpetrators. A man asking this question in this day and age highly concerns me.,en,Thato_Motha,,,,,,,,,,,,,,,,,
2020-05-11 16:43:19+00:00,1259886817031089920,0,3,0,@dustynotjusty Am based in South Africa a very staunch Garyvian; my question is that I want to receive some guidance on how to start and grow my business through social media platform #TeawithGaryVee talking to @garyvee will be my experience of the super bowl,en,mindbodysucces_,,,,,,,,,,,,,,,,,
2020-05-10 16:59:30+00:00,1259528502061280000,1,3,1,"Balcony-to-balcony chat with my brilliant neighbour from Sierra Leone. 

His best question: â€œwith all the doctors you sent to Africa for the many epidemics we had how did you fail like this?â€

He waves at the multitudes social distancing like grass blades on a lawn: â€œidiots.â€",en,cynicalsecurity,,,,,,,,,,,,,,,,,
2020-05-08 09:23:32+00:00,1258688977097420032,0,0,0,"At the beginning of the social media era; I used to enjoy giving sarcastic answers to ignorant questions about Africa...

QN:
'How do you get internet in Africa?'

ANS:
'We just climb the neck of a giraffe with a mobile phone!'",en,ras_dub,,,,,,,,,,,,,,,,,
2020-05-06 22:12:58+00:00,1258157838981090048,2,3,0,"Join us for a global online debate on #Africa's #COVID19 exit strategies as the crisis continues to impact economies globally; leaving deep social &amp; psychological impact on many 

Send us your questions in the comments here &amp; on Facebook.
Join debate on: https://t.co/eJwcyArEfz https://t.co/u1SYYwIvTG",en,ECA_OFFICIAL,,,,,,,,,,,,,,,,,
2020-05-06 05:00:30+00:00,1257898009758690048,0,0,0,"@Strongrepublica @Tamclin1 @NCDCgov @Fmohnigeria @FMICNigeria @nmanigeria @EpidAlert @nighealthwatch @eHealth_africa @AfricaCDC @DrEOEhanire @PTFCOVID19 @OoasWaho Lmao.. The audacity though and coming from someone talking absolute trash. ðŸ¤¦ðŸ»â€â™€ï¸; You have digged up nothing; you only follow conspiracy theorist; Aunty Kemi on social media; donâ€™t try to sound like the FBI ðŸ˜‚.. 
When you are done beating around the bush; sha answer my questions ðŸ˜›",en,AleezahSkincare,,,,,,,,,,,,,,,,,
2020-05-04 09:37:31+00:00,1257242944744160000,0,1,0,"@TRESAcic Thatâ€™s an interesting question and not just because of Stokes Croft. 

See Western Harbour; the rebranding and creation of Harbourside; the West End(?!). 

Itâ€™s all a social construct. Especially for Bristol and its addition and removal of areas. Also; the division of Africa.",en,stillawake,,,,,,,,,,,,,,,,,
2020-05-03 20:52:19+00:00,1257050379356790016,0,1,0,"@JoeBiden Maybe don't call voters Lying Dog Face Pony Soldier &amp; tell them to vote for someone else if they dare question you. Also; quit lying about your record - no more ""marched for civil rights"" or ""never tried to cut social security"" or ""arrested in S Africa"" malarkey.",en,BichonSnuggles,,,,,,,,,,,,,,,,,
2020-05-03 19:23:09+00:00,1257027937385220096,27,174,41,"Covid-19 in Tanzania:

President Magufuli says he will not lockdown Tanzania. President questions integrity of results from testing labs.

President urges people to observe social distancing. Tanzania has the highest number of cases in East Africa #SundayLive https://t.co/KsjzgaoiPJ",en,citizentvkenya,,,,,,,,,,,,,,,,,
2020-05-03 01:27:27+00:00,1256757227718830080,0,0,0,@realDonaldTrump Questions: Why aren't India and Africa overwhelmed? no social distancing there.  Especially hard on Blacks?  Why the Financial center; meat packing plants in Iowa? (food source) nowhere else in midwest.  Perhaps super spreaders sent to these areas?  Something up!,en,StKittsWI,,,,,,,,,,,,,,,,,
2020-05-02 23:04:58+00:00,1256721371935219968,0,1,0,@JosephWongUT @global_uoft @munkschool @JosephWongUT More think of this hypothesis more questions come to mind. South Africa as a case study; most unequal country on earth (poor social safety net) and forced compliance with guidelines due to the lockdown. This hypothesis will get tested there and in India later ?,en,Bulbulia_Yusuf,,,,,,,,,,,,,,,,,
2020-05-02 10:22:52+00:00,1256529583551229952,0,0,1,"Mantras are repeated ad nauseum ""The new normal""; ""Flatten the curve""; ""social distancing"" and anyone who questions the orthodoxy is shamed into self-censorship or banned outright. The mainstream media is far more powerful than I thought.",en,africa_stolen,,,,,,,,,,,,,,,,,
2020-05-02 00:33:45+00:00,1256381325226860032,0,0,0,Excellent reminder... lying about getting arrested in South Africa too. Just ridiculous. What about lying about cuts to Social Security? A real media would question Biden on those obvious lies.,en,prpetualstudnt,,,,,,,,,,,,,,,,,
2020-04-30 19:35:11+00:00,1255943800603699968,0,0,2,"@batabosso @NCDCgov @KNSMOH @Fmohnigeria @DrEOEhanire @DrSaniAliyu @PTFCOVID19 @WHONigeria @AfricaCDC @eHealth_africa I donâ€™t remember blaming anyone. I only asked a question. 
As if there are no Buhari/FG supporters living in PH. We all are in this together; Coronavirus no know social status or political party. Forget Gomina talks.",en,ChiefOwo_,,,,,,,,,,,,,,,,,
2020-04-30 12:14:22+00:00,1255832869014050048,0,5,0,@africatechie Yes. A #NewNormal is already in the making; and many opportunities are up to grab as we define new #Socialgoods. Internet appear to be the backbone for any new social contract mostly in Africa. Time to question old paradigms....the minds are more prepared now than never before...,en,ltsague,,,,,,,,,,,,,,,,,
2020-04-30 10:19:45+00:00,1255804021769669888,13,19,0,We at YALDA; in partnership with World Bank Africa Region's initiative Youth Transforming Africa; held an informative webinar to address questions from young people on COVID-19 news; especially on social media. Check out our webinar here: https://t.co/mMRsxsOHJW https://t.co/rQxdvFvMqe,en,yaldafrica,,,,,,,,,,,,,,,,,
2020-04-29 06:28:23+00:00,1255383408047419904,0,0,0,"â€œSouth Africa is the only country in the world where e-commerce is not being used to support social distancing measures."" BUSINESS MAVERICK: E-commerce restrictions put a question mark over governmentâ€™s commitment to getting the economy back on track https://t.co/r2nZeZKA0l",en,pourous,,,,,,,,,,,,,,,,,
2020-04-28 20:15:40+00:00,1255229214661509888,4,9,3,We are missing something here. Lebanon; Gaza and now even Africa with impaired medical infrastructure and lack of social distancing doing better than Europe and US? Strange that science is not addressing this question? https://t.co/o3xdRuv8oq via @financialtimes,en,aliShihabi,,,,,,,,,,,,,,,,,
2020-04-27 22:36:59+00:00,1254902390601509888,1,0,0,"Are you Tech Savvy?

Do you know how to chase hot leads using social media?

If youâ€™ve answered YES to all the above questions; you are the perfect fit to join the WebiTec Africa team. Email your CV and any qualifications you have to info@webitecafrica.co.za to APPLY. https://t.co/pr4btqExiA",en,WebitecPtyLTD,,,,,,,,,,,,,,,,,
2020-04-27 20:24:59+00:00,1254869173345430016,0,0,2,@BlessingsRamoba @Deborah80730584 @Julius_S_Malema Very sensible question. What our country needs is a Social Responsibility Tax; on all natural resources and to our former colonisers; a repatriation of a 50% portion of all profits derived from Africa; across the board; spare them interest accrued over centuries....,en,PercyNSebata,,,,,,,,,,,,,,,,,
2020-04-26 17:01:04+00:00,1254455465494409984,0,2,2,@pchijokwe @MDewah @kudzie_sharara @BusisaMoyo @ChiedzaMadzima @baba_nyenyedzi @vamarerwa @brains_muchemwa South Africa is at the stage Zimbabwe experienced post 1995: social expenditure bill has become huge and unsustainable. The political choice made on this issue; funding of state owned entities and land question will determine capital markets support and thus the value of Rand.,en,mahowa15,,,,,,,,,,,,,,,,,
2020-04-26 05:06:20+00:00,1254275597519460096,0,0,0,@its_hammadrabiu This one will beat his chest like drum; Talk waa and threaten to arrest people like heâ€™s the AIG of Africa; ask him simple questions like â€œplease what is happening in Kano?â€ And heâ€™ll tell you that heâ€™s off social media because itâ€™s Ramadan; Ya sheik ka dan shiga ittikafi neko?,en,TheMrnass,,,,,,,,,,,,,,,,,
2020-04-25 20:18:43+00:00,1254142816755889920,147,489,26,This one will beat his chest like drum; Talk waa and threaten to arrest people like heâ€™s the AIG of Africa; ask him simple questions like â€œplease what is happening in Kano?â€ And heâ€™ll tell you that heâ€™s off social media because itâ€™s Ramadan; Ya sheik ka dan shiga ittikafi neko?,en,its_hammadrabiu,,,,,,,,,,,,,,,,,
2020-04-25 19:13:05+00:00,1254126301700590080,0,0,0,"Congratulations Ma;
Just one question
What is your position on the recently expressed objections; especially by Africans on social media; to the conduct of COVID19 vaccine trials in Africa?",en,NsikanAbasiUtuk,,,,,,,,,,,,,,,,,
2020-04-25 08:41:19+00:00,1253967310882319872,0,2,0,"A key question  facing #African countries emerging from civil conflict is how best to deal with the painful legacy of past violence; while at the same time maintaining the fragile social harmony that often characterizes post-conflict societies.
 https://t.co/BvvjzfNVcD",en,IDEA_Africa,,,,,,,,,,,,,,,,,
2020-04-24 16:16:59+00:00,1253719596038840064,0,0,0,After analyzing the Presidential address; I've concluded that we as a nation need to be serious. Who Africa might be the next epicenter if we don't not follow the right guidelines but my question to the government is; how is social distance applied at churches? @HHichilema,en,Bamorgie,,,,,,,,,,,,,,,,,
2020-04-23 18:22:23+00:00,1253388767123180032,0,2,2,After ALL correlations; nations that donâ€™t do corporal punishment are happier and more successful on ALL social and economic indices. Itâ€™s not even a question for debate. The data is disproportionately clear. Take West Africa and compete with Scandinavia.,en,Chude,,,,,,,,,,,,,,,,,
2020-04-23 17:20:48+00:00,1253373269782159872,0,1,0,"Like THICK: AND OTHER ESSAYS

Picture a GLOOMY GIRL VARIETY SHOW. Favorite episode: She finds love with a Mark Zuckerberg look-alike and questions the social implications of her interracial relationship; dedicating her inner conflict to the pop hit; â€œAfrica;â€ by Toto. #DVpit #NF",en,ByThePunchBowl,,,,,,,,,,,,,,,,,
2020-04-23 15:30:05+00:00,1253345405322099968,0,0,0,"This is my most involved year in helping out prospective @mrf_africa scholars all over Africa in their applications/documents. From being bombarded with questions on my Social Media; to writing an article; to constantly replying DMs; following up; and vetting.

So glad. Goodluck! https://t.co/CYZhuOZL6Z",en,MsChimezie,,,,,,,,,,,,,,,,,
2020-04-23 08:29:53+00:00,1253239659431419904,0,0,1,@KerryDixon111 Many in Europe not struggling but the EU as a whole is. Lots to learn but too early to conclude; so many variables... Cultural; economic; social; population density; governance... You're right; we need to continue asking questions. Won't be the last pandemic; I worry for Africa.,en,TheEqVetNurse,,,,,,,,,,,,,,,,,
2020-04-22 17:11:12+00:00,1253008464957319936,1,2,1,I have a tough question for you; how would you allocate the massive social relief support package of half a trillion rands in South Africa?,en,smashafrika,,,,,,,,,,,,,,,,,
2020-04-22 12:39:10+00:00,1252940005170949888,0,0,1,"@MsMabilu Google ""misuse of social grant"". You need not to specify South Africa even; the news will be there. It's really questionable; but for people who think R400 is not assistance enough; such questions will always arise.",en,anesh_mbengashe,,,,,,,,,,,,,,,,,
2020-04-22 10:03:54+00:00,1252900932364499968,33,131,6,"Todayâ€™s readings...#LeninAt150

1917 was a great year!One selfless revolutionary leader was born in Africa &amp; another led a revolution in Europe..

For all who have dedicated their lives to the fight for social justice;humanism &amp; equality..The question remains:

#WhatIsToBeDone?? https://t.co/gTQH9lKzd1",en,AdvDali_Mpofu,,,,,,,,,,,,,,,,,
2020-04-22 06:32:01+00:00,1252847609397440000,33,36,3,From last night - South Africa fires up fiscal stimulus worth a tenth of GDP (or is it 3%; in terms of actual new funding) with notable rises in social grants. Big questions on implementation and how much borrowing fills the funding gap. https://t.co/NB2IeneQpI,en,jsphctrl,,,,,,,,,,,,,,,,,
2020-04-21 17:24:12+00:00,1252649347390599936,0,0,1,That question will be answered tonight as President Cyril Ramaphosa announces South Africaâ€™s much anticipated social and economic recovery plan.,en,mailandguardian,,,,,,,,,,,,,,,,,
2020-04-21 03:21:24+00:00,1252437249460819968,1,2,0,"@RyanHolmerr Yea; that is an interesting question for sure. Not sure. 

One thing they are ""exporting"" to Africa now is their social credit technology which essentially is what they are using with the re-education camps in Xinjiang.

Same tech they used to track citizens for Rona

Scary stuff",en,aaronpkowalski,,,,,,,,,,,,,,,,,
2020-04-20 18:16:08+00:00,1252300030595259904,0,1,0,@MbuyiseniNdlozi @Julius_S_Malema Your questions are interesting Dr Ndlozi. I just learned that WHO ranked Botswana in the top 10 list of alcohol abuse in Africa. I wonder the statistics automatically translates to the increase of social ills you just mentioned.,en,MatthewsMahlubi,,,,,,,,,,,,,,,,,
2020-04-18 06:12:54+00:00,1251393246363820032,0,0,0,"Nollywood actor; IK Ogbonna has taken to social media to share his two cents about ways Africa can develop as a continent.

Sharing a photo of himself; the actor wrote;

â€The problem of Africa; for me; is; first of all; a question of mentality https://t.co/Idq6CZc8zl https://t.co/eEyCyhBX4h",en,willamazen,,,,,,,,,,,,,,,,,
2020-04-17 17:42:51+00:00,1251204489253720064,0,0,1,(2/4) Yes Africa is &amp; will be further affected; I believe millions will be infected; &amp;  it should be analyzed by regions eg.; North; Subsaharan; East ; &amp; South.The question is @WHOAFRO outside of the inability of most Africans to achieve social distancing  what assumptions...,en,melafela,,,,,,,,,,,,,,,,,
2020-04-16 13:09:23+00:00,1250773280954459904,2,5,0,UN RACISM: Today's UN Virtual Noon Briefings Have No African Journalists While Elitist @AntonioGuterres Raises His Money Off Africa (while refusing questions about no UN social distancing in #SouthSudan) https://t.co/ABKy2BUgSK https://t.co/PgsacEwvpq,en,innercitypress,,,,,,,,,,,,,,,,,
2020-04-15 16:53:30+00:00,1250467293970200064,0,0,0,Their tweets on Africa  overflowed Twitter social media .....sincerely speaking; they are champions ....and suddenly; RAPPRICO asks a question where does come this deep love for Africa and Africans...COVID-19 is not a thread for Africa...we expect it from their forced vaccines https://t.co/U6PN61oUoG,en,munezero_deo,,,,,,,,,,,,,,,,,
2020-04-15 16:05:00+00:00,1250455088973459968,0,1,1,Take a look at our new series: â€œThree Questions with the Africa Programâ€ featuring @JDevermont;Â @hmryder;Â and @DONJAZZY. They discuss the social; economic and political implications of the pandemic: https://t.co/gmcUUqBFAF,en,CSISAfrica,,,,,,,,,,,,,,,,,
2020-04-13 09:01:24+00:00,1249623712455950080,0,0,1,@firstcitizenno1 Unfair how you put uiur question. For countries like South Africa; lockdown has saved millions from dying. Social distancing won't work.,en,justicemaphosa,,,,,,,,,,,,,,,,,
2020-04-12 03:10:36+00:00,1249173040484829952,0,0,0,"@SSAPress Hi Dear;I Have a question;I am a citizen of US when I apply for Unemployment  My Social security Number it doesn't accept in my computer.The problem was;;;
   I Think I was In Africa all 2019 becauose I Had big family https://t.co/P9jbE5Chjr Can I get This benefit?",en,wondimu32134308,,,,,,,,,,,,,,,,,
2020-04-10 11:27:30+00:00,1248573316757100032,1,1,0,"Il est des hommes dont la grandeur s'admir en pÃ©riode de crise social.
Merci @GeorgeWeahOff pour cette belle chanson de sensibilisation contre le #COVID19. Merci @IdrissDebyI de nous avoir montrÃ© que la lutte contre le terrorisme Ã©tait une question de volontÃ©.
#Afrique #Africa https://t.co/5yPnTuR1oj",fr,AbdramaneTr,,,,,,,,,,,,,,,,,
2020-04-09 20:56:34+00:00,1248354136703330048,0,1,0,@MrDannyF @Thehopper7 People asked that very question during South Africaâ€™s apartheid regime. True; as you said the Zionists have more powerful allies; but I believe the tide is turning. Through the smart use of social media we can make that change  For the sake of the Palestinians we must not give up,en,infosecgeek1,,,,,,,,,,,,,,,,,
2020-04-09 08:41:54+00:00,1248169251741070080,0,0,0,"@malonebarry I asked this question a month ago on @Powerfm987  addressing it as a challenge to Leftist organizations to use this time to reflect on seeking a new social compact in South Africa. president @Ramaphosa mentioned the concept of a ""moral economy"" which we will have to explain...",en,TheRealDikeledi,,,,,,,,,,,,,,,,,
2020-04-09 08:41:36+00:00,1248169179183810048,0,0,0,"I asked this question a month ago on @Powerfm987  addressing it as a challenge to Leftist organizations to use this time to reflect on seeking a new social compact in South Africa. president @Ramaphosa mentioned the concept of a ""moral economy"" which we will have to explain...",en,TheRealDikeledi,,,,,,,,,,,,,,,,,
2020-04-09 06:08:48+00:00,1248130723577499904,0,1,0,"The crunch question is this: what is the case fatality rate of social distancing in Africa? 

https://t.co/NkAphgCLzv @TC_Africa",en,Munasgm,,,,,,,,,,,,,,,,,
2020-04-08 22:09:21+00:00,1248010065182769920,23,28,1,The crunch question is this: what is the case fatality rate of social distancing in Africa? @AE_Yamin @yates_rob @glassmanamanda @alemayehu4u2 https://t.co/akML2g6f9Z via @TC_Africa,en,OFNorheim,,,,,,,,,,,,,,,,,
2020-04-08 12:16:44+00:00,1247860928319589888,2,3,0,"#COVID19: With stark inequality between urban and informal settlements in Africa; we've seen that social distancing is more complex than it seems. The question is; what is society doing to help the most vulnerable? 
https://t.co/A56OLGmQnm",en,FastCompanySA,,,,,,,,,,,,,,,,,
2020-04-07 07:12:55+00:00,1247422084822769920,0,0,0,However; in a case as critical as the current global health crisis #COVID-19 as the number of confirmed cases continues to rise; and affect human lives and economies; the question is; how feasible can a 'lockdownâ€™ and â€˜social distancing' be for many countries in Africa?,en,TheMIAfrica,,,,,,,,,,,,,,,,,
2020-04-06 18:38:36+00:00,1247232254209850112,1,11,1,These social media spiritual strippers get a bunch of chakra stones and Incense stiks; then get oiled up and half naked with a kente head wrap to seduce you into believing they have kemetic knowledge. Soon as you ask them some in-depth questions about AFRICA ; You're blocked lol,en,DrNasrAzUllah,,,,,,,,,,,,,,,,,
2020-04-06 17:31:29+00:00,1247215362476809984,0,0,0,A question was asked about the news on social media on testing the vaccine in Africa it was not anwsered point black what is going on guys @BBCWorld @AJEnglish @BBCIndia @RealTalkOn3,en,igwe86,,,,,,,,,,,,,,,,,
2020-04-06 10:43:13+00:00,1247112618445329920,0,0,0,#ATM strikes a chord and asks the questions burning up social media  in South Africa #ThePeopleHaveQuestions,en,Raynface,,,,,,,,,,,,,,,,,
2020-04-05 19:15:25+00:00,1246879130794309888,0,2,0,"@MartinPhillip15 @Gseauton_ @JohnBoyega Seriously? No really THIS is your question? History books been locked up during social distancing; Google no longer work; shit forgot to turn your brain on; why does it matter that they are white. 

Why did they pick Africa?",en,PRIMALDATA,,,,,,,,,,,,,,,,,
2020-04-04 15:52:13+00:00,1246465608088260096,0,0,0,#TheXover Question: Do you think social distancing works in Africa? #SocialDistanacingAfrica,en,TransAfrica872,,,,,,,,,,,,,,,,,
2020-04-04 11:55:25+00:00,1246406015035239936,0,0,0,@MigunaMiguna One question is social distancing and washing your hands is helping in the slow spreading of the virus why is it that in the less affluent countries in Africa with no sanitation and water the spread is low. While the More affluent countries in Europe and USA the spread is rapid,en,sam_kitiki,,,,,,,,,,,,,,,,,
2020-04-03 14:21:36+00:00,1246080413971379968,14,25,4,"NAI researcher Henning Melber questions social distancing strategy for Africa: ""In societies where life happens on the streets; lockdowns put peopleâ€™s livelihood and survival at risk"".
https://t.co/IjzMDUSugz https://t.co/RDImPEiv2L",en,NordicAfrica,,,,,,,,,,,,,,,,,
2020-04-02 16:56:03+00:00,1245756896188819968,1,1,0,Is social media adding or reducing value in the fight against #COVID19Pandemic? This is one question all people must ask themselves in these trying moments. Please add value and be kind to one another. Spread message of optimism and extend love to those infected and affected https://t.co/oi6zvjtQOq,en,Cofek_Africa,,,,,,,,,,,,,,,,,
2020-04-02 13:49:03+00:00,1245709835263280128,0,1,0,@OxfordSBS @PaulPolman @petertufano Question :how to ensure that the response - which youâ€™ve argued needs to be global - is balanced and not driven by Eurocentric or western centric world views? Right now we are already seeing that social distancing and lockdowns simply do not make sense in many parts of Africa,en,anupahm,,,,,,,,,,,,,,,,,
2020-04-02 08:32:18+00:00,1245630123509809920,2,7,0,"Interesting post on lockdowns in Africa. Leads one to question whether in #SouthAfrica is politics rather than  social &amp; economic realities are driving its current policies on #lockdown

https://t.co/RlEQauqtqw",en,ciaralstaunton,,,,,,,,,,,,,,,,,
2020-04-01 22:15:05+00:00,1245474794998569984,0,0,0,"While we were in East Africa last month; we sat down with social innovators working in a variety of community development projects and asked them one question. From animal husbandry to education to job skills training; here is what they have learned.
https://t.co/gEaUjqi0dN https://t.co/bxXdsNi6WJ",en,LoomIntl,,,,,,,,,,,,,,,,,
2020-04-01 19:15:11+00:00,1245429519391030016,0,2,1,Weeks after it became clear Africa would face unique challenges re Covid we still donâ€™t have answers to any of the obvious questions about it. Like: how comorbidities will affect lethality rates; or how shanty dwellers are supposed to practice social distancing.,en,MushamukaD,,,,,,,,,,,,,,,,,
2020-04-01 14:02:20+00:00,1245350789469659904,2,11,1,"We are in the midst of an unprecedented crisis and one question has been at the top of our minds: How can we help flatten the curve? And even more so; ensure we are social distancing? That being said; we have introduced Decoded Hacks!  #FlattenTheCurveTogether 
Thread*",en,Decoded_Africa,,,,,,,,,,,,,,,,,
2020-04-01 08:30:35+00:00,1245267301760470016,0,0,1,"""The crunch question is this: what is the case fatality rate of social distancing in Africa? We have no idea; but that is the figure that should be considered when implementing social distancing measures."" /3",en,JulieWaiganjo,,,,,,,,,,,,,,,,,
2020-03-31 09:46:29+00:00,1244924016126759936,0,0,0,@ArmanSablan @michael_cornyn Thanks man; I believe you 're being sincere with your response. Moreover the questions I asked wasn't mine but in circulations on social media all over the world including Africa; I'm being open without taking it personal..I appreciate your feedback but there 're more questions..,en,gerald124004864,,,,,,,,,,,,,,,,,
2020-03-30 13:28:44+00:00,1244617559674160128,0,0,0,Well stated and worrisome - question is how to implement social distancing within our African context - Officials warn Africa is at â€˜break the glassâ€™ moment https://t.co/ob8ANgSEV5 via @financialtimes,en,RickFitzpatric3,,,,,,,,,,,,,,,,,
2020-03-30 12:16:07+00:00,1244599285175450112,1,3,0,"""The crunch question is this: what is the case fatality rate of social distancing in Africa? We have no idea; but that is the figure that should be considered when implementing social distancing measures."" ~ @TC_Africa 
#COVID19

https://t.co/wdcNih68Av",en,girma_mohammed,,,,,,,,,,,,,,,,,
2020-03-29 11:28:12+00:00,1244224837419219968,10,23,3,Two South African professors asking: could the harms of social distancing outweigh the benefits in Africa? Urgent questions, tragic choices. Would love to hear from African friends and colleagues.  https://t.co/V6o9RER5DA,en,VivekHMaru,,,,,,,,,,,,,,,,
2020-03-26 11:48:52+00:00,1243142876030210048,0,0,0,@NOIweala @akin_adesina @angeliquekidjo @jack @KGeorgieva @priyankachopra The question for Africa at large is how prepared are we knowing that  help  many not  come from any where  accept from our readiness.  Second is our leader's making any effort to  contain it. Or are we still  living with  social news good  leader's?,en,African75221256,,,,,,,,,,,,,,,,,
2020-03-25 16:56:25+00:00,1242857884737769984,0,1,0,"""The crunch question is this: what is the case fatality rate of social distancing in Africa? We have no idea; but that is the figure that should be considered when implementing social distancing measures.""
https://t.co/9v6QoI21e8",en,gyude_moore,,,,,,,,,,,,,,,,,
2020-03-25 10:48:48+00:00,1242765371859440128,2,6,0,@JonathanSaid1 @ricardo_hausman â€œThe crunch question is this: what is the case fatality rate of social distancing in Africa? We have no idea, but that is the figure that should be considered when implementing social distancing measures.â€  https://t.co/JEjHXhoIi9,en,harrietkariuki_,,,,,,,,,,,,,,,,
2020-03-25 03:27:05+00:00,1242654207695600128,0,0,0,@davidfatunmbi Great questions; but the same thug-rulers and their offspring who ripped off Africa are asking the questions. Na so life be. Just imagine Obasanjo and his offspring saying that the poor can not afford social distancing. So much missed opportunities. May good come of this crisis!,en,ikhide,,,,,,,,,,,,,,,,,
2020-03-24 13:57:51+00:00,1242450560298639872,0,2,0,"@RebeccaKadagaUG Honorable Speaker; 3 questions
1. Were the MPs coming back from Dubai tested?
2. Is there really 4m social distancing between MPs in the below image?
3. What is the status on the 'cure' you were promoting recently? https://t.co/mnK4m8mQSj",en,Ag_Data_Africa,,,,,,,,,,,,,,,,,
2020-03-24 12:35:03+00:00,1242429723281690112,4,9,1,"Unexpected adverse shocks; low resilience as well as development needs really question the current revenue mobilization strategy in Africa. Digital technology and social contract to transform the tax system? Our recent blog on the question.
https://t.co/baqK2qou8K",en,MoulayeBamba,,,,,,,,,,,,,,,,,
2020-03-24 12:06:57+00:00,1242422650959320064,18,33,2,"""The crunch question is this: what is the case fatality rate of social distancing in Africa?"" https://t.co/JC48pPnm7p",en,kchalkidou,,,,,,,,,,,,,,,,,
2020-03-24 09:32:11+00:00,1242383700714810112,0,0,0,"@MrOdanz @ToyinSaraki @segalink @wellbeingafrica @womeninGH @MARCH_LSHTM @LSHTM @surfacesci @WHO @JohnforWater @KellyABridges @profwendygraham You see your life? One of the brain dead youth!  The question you should ask yourself is did he provide portable water? Don't just be in dilution of ""Wash Your Hand"". 
The reason W.H.O asked Africa to be ready for the worst is because of lack basic social amenities",en,AdemsoI,,,,,,,,,,,,,,,,,
2020-03-24 09:09:39+00:00,1242378031710309888,1,2,0,@DavidNdii after reading the numerous debates on your TL and others Iâ€™m now fully converted to your theory that Africa needs scholarship thatâ€™s rooted in and relevant to its developmental and social needs. The question that am thinking about is how to actualize this ....,en,waweru,,,,,,,,,,,,,,,,,
2020-03-23 12:07:30+00:00,1242060399970779904,0,0,2,@EricaOdendaal @morocco_sa He told to the Moroccan community residing in South Africa to be careful and follow advices of health authorities of south Africa ... And he will be present to ask to any question in social medias and there is 2 phone numbers if someone need some help (numbers are in the website),en,AbbouchAnass,,,,,,,,,,,,,,,,,
2020-03-22 19:12:19+00:00,1241804921277760000,0,0,0,How will being drastic; sending the police get food; to the people? Where is the 6USD Billion? Can it be in action to support the people. In Africa; everything is food! People can only maintain the social distancing when food question is answered. @KoinangeJeff @citizentvkenya,en,CFOAlvinDaniel1,,,,,,,,,,,,,,,,,
